From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
hsa:4995	A0A126GVQ3	unreviewed	A0A126GVQ3_HUMAN	OR3A2	OR3A2	Homo sapiens (Human)	321
hsa:54979	Q9NWW9	reviewed	PLAT2_HUMAN	Phospholipase A and acyltransferase 2 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (HRAS-like suppressor 2)	PLAAT2 HRASLS2	Homo sapiens (Human)	162
hsa:10010	Q92844	reviewed	TANK_HUMAN	TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)	TANK ITRAF TRAF2	Homo sapiens (Human)	425
hsa:10010	B2R7S3	unreviewed	B2R7S3_HUMAN	cDNA, FLJ93580, highly similar to Homo sapiens TRAF family member-associated NFKB activator (TANK), transcript variant 1, mRNA		Homo sapiens (Human)	425
hsa:10010	Q6NW12	unreviewed	Q6NW12_HUMAN	TANK protein	TANK	Homo sapiens (Human)	425
hsa:5624	P04070	reviewed	PROC_HUMAN	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide]	PROC	Homo sapiens (Human)	461
hsa:285973	Q674R7	reviewed	ATG9B_HUMAN	Autophagy-related protein 9B (APG9-like 2) (Nitric oxide synthase 3-overlapping antisense gene protein) (Protein sONE)	ATG9B APG9L2 NOS3AS	Homo sapiens (Human)	924
hsa:113612	Q7Z449	reviewed	CP2U1_HUMAN	Cytochrome P450 2U1 (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80)	CYP2U1	Homo sapiens (Human)	544
hsa:9957	O14792	reviewed	HS3S1_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (3-OST-1) (Heparan sulfate 3-O-sulfotransferase 1) (h3-OST-1)	HS3ST1 3OST 3OST1	Homo sapiens (Human)	307
ag:ABB90392	Q0ZQ46	reviewed	FRBC_STRR3	2-phosphonomethylmalate synthase (EC 2.3.3.19)	frbC VM95_23205	Streptomyces rubellomurinus (strain ATCC 31215)	373
ag:AAA88703	Q57103	unreviewed	Q57103_YERPU	CDP-3, 6-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase	ascF	Yersinia pseudotuberculosis	290
tma:TM0420	Q9WYQ1	unreviewed	Q9WYQ1_THEMA	Sugar ABC transporter, permease protein	TM_0420	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	283
hsa:64005	B0I1T2	reviewed	MYO1G_HUMAN	Unconventional myosin-Ig [Cleaved into: Minor histocompatibility antigen HA-2 (mHag HA-2)]	MYO1G HA2	Homo sapiens (Human)	1018
hsa:93	Q13705	reviewed	AVR2B_HUMAN	Activin receptor type-2B (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB)	ACVR2B	Homo sapiens (Human)	512
hsa:1191	P10909	reviewed	CLUS_HUMAN	Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain) (SP-40,40 beta-chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) (SP-40,40 alpha-chain)]	CLU APOJ CLI KUB1 AAG4	Homo sapiens (Human)	449
mja:MJ_1117	Q58517	reviewed	COBY_METJA	Adenosylcobinamide-phosphate guanylyltransferase (AdoCbi-P guanylyltransferase) (EC 2.7.7.62)	cobY MJ1117	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	196
sce:YBR149W	P38115	reviewed	ARA1_YEAST	D-arabinose dehydrogenase [NAD(P)+] heavy chain (EC 1.1.1.117) (AKR3C)	ARA1 YBR149W YBR1127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
hsa:5861	P62820	reviewed	RAB1A_HUMAN	Ras-related protein Rab-1A (EC 3.6.5.2) (YPT1-related protein)	RAB1A RAB1	Homo sapiens (Human)	205
hsa:5861	Q5U0I6	unreviewed	Q5U0I6_HUMAN	H.sapiens ras-related Hrab1A protein (RAB1A protein) (RAB1A, member RAS oncogene family) (RAB1A, member RAS oncogene family, isoform CRA_b) (cDNA, FLJ96558, Homo sapiens RAB1A, member RAS oncogene family (RAB1A), mRNA)	RAB1A hCG_22592	Homo sapiens (Human)	205
hsa:4267	P14209	reviewed	CD99_HUMAN	CD99 antigen (12E7) (E2 antigen) (Protein MIC2) (T-cell surface glycoprotein E2) (CD antigen CD99)	CD99 MIC2 MIC2X MIC2Y	Homo sapiens (Human)	185
hsa:1445	P41240	reviewed	CSK_HUMAN	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase CYL)	CSK	Homo sapiens (Human)	450
hsa:1445	A8K3B6	unreviewed	A8K3B6_HUMAN	Tyrosine-protein kinase (EC 2.7.10.2)		Homo sapiens (Human)	450
hsa:1445	B2R6Q4	unreviewed	B2R6Q4_HUMAN	Tyrosine-protein kinase (EC 2.7.10.2)	CSK hCG_40804	Homo sapiens (Human)	450
fgr:FGSG_11032	I1S2N3	reviewed	GAOA_GIBZE	Galactose oxidase (GAO) (GO) (GOase) (EC 1.1.3.9)	GAOA FGRRES_11032 FGSG_11032	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	680
fgr:FGSG_11032	A0A1I9FQV9	unreviewed	A0A1I9FQV9_GIBZE	F5/8 type C domain-containing protein	FG11032.1	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	680
hsa:146540	A8K8V0	reviewed	ZN785_HUMAN	Zinc finger protein 785	ZNF785	Homo sapiens (Human)	405
hsa:8202	Q9Y6Q9	reviewed	NCOA3_HUMAN	Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1)	NCOA3 AIB1 BHLHE42 RAC3 TRAM1	Homo sapiens (Human)	1424
hsa:2780	P19087	reviewed	GNAT2_HUMAN	Guanine nucleotide-binding protein G(t) subunit alpha-2 (Transducin alpha-2 chain)	GNAT2 GNATC	Homo sapiens (Human)	354
hsa:2780	Q5T697	unreviewed	Q5T697_HUMAN	Guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2 (Guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2, isoform CRA_a)	GNAT2 hCG_40256	Homo sapiens (Human)	354
hsa:63875	Q9NRX2	reviewed	RM17_HUMAN	Large ribosomal subunit protein bL17m (39S ribosomal protein L17, mitochondrial) (L17mt) (MRP-L17) (LYST-interacting protein 2)	MRPL17 LIP2	Homo sapiens (Human)	175
hsa:7779	Q9Y6M5	reviewed	ZNT1_HUMAN	Proton-coupled zinc antiporter SLC30A1 (Solute carrier family 30 member 1) (Zinc transporter 1)	SLC30A1 ZNT1	Homo sapiens (Human)	507
hsa:56681	Q9NR31	reviewed	SAR1A_HUMAN	GTP-binding protein SAR1a (COPII-associated small GTPase)	SAR1A SAR1 SARA SARA1	Homo sapiens (Human)	198
hsa:56681	Q5SQT9	unreviewed	Q5SQT9_HUMAN	SAR1 gene homolog A (S. cerevisiae), isoform CRA_a (Small GTP-binding protein)	SAR1A hCG_1787550	Homo sapiens (Human)	198
hsa:1179	A8K7I4	reviewed	CLCA1_HUMAN	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 1) (hCLCA1) (Calcium-activated chloride channel protein 1) (CaCC-1) (hCaCC-1)	CLCA1 CACC1	Homo sapiens (Human)	914
hsa:11285	Q9UBV7	reviewed	B4GT7_HUMAN	Beta-1,4-galactosyltransferase 7 (Beta-1,4-GalTase 7) (Beta4Gal-T7) (b4Gal-T7) (EC 2.4.1.-) (Proteoglycan UDP-galactose:beta-xylose beta1,4-galactosyltransferase I) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-xylose beta-1,4-galactosyltransferase) (XGPT) (XGalT-1) (Xylosylprotein 4-beta-galactosyltransferase) (EC 2.4.1.133) (Xylosylprotein beta-1,4-galactosyltransferase)	B4GALT7 XGALT1 UNQ748/PRO1478	Homo sapiens (Human)	327
hsa:487	O14983	reviewed	AT2A1_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	ATP2A1	Homo sapiens (Human)	1001
hsa:487	Q7Z675	unreviewed	Q7Z675_HUMAN	Calcium-transporting ATPase (EC 7.2.2.10)	DKFZp779O2152	Homo sapiens (Human)	994
hsa:2058	P07814	reviewed	SYEP_HUMAN	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)]	EPRS1 EPRS GLNS PARS QARS QPRS PIG32	Homo sapiens (Human)	1512
hsa:55339	Q9C0J8	reviewed	WDR33_HUMAN	pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa)	WDR33 WDC146	Homo sapiens (Human)	1336
hsa:7137	P19429	reviewed	TNNI3_HUMAN	Troponin I, cardiac muscle (Cardiac troponin I)	TNNI3 TNNC1	Homo sapiens (Human)	210
hsa:7137	Q6FGX2	unreviewed	Q6FGX2_HUMAN	Troponin I, cardiac muscle (Cardiac troponin I)	TNNI3	Homo sapiens (Human)	210
ehi:EHI_012270	P23502	reviewed	HGL2_ENTH1	Galactose/N-acetyl-D-galactosamine lectin heavy subunit 2 (Gal/GalNAc lectin heavy subunit 2) (170 kDa surface lectin) (Galactose and N-acetyl-D-galactosamine-inhibitable adherence lectin)	hgl2 CEL-170/4 EHI_012270	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	1286
hsa:55711	Q96K12	reviewed	FACR2_HUMAN	Fatty acyl-CoA reductase 2 (EC 1.2.1.84) (Male sterility domain-containing protein 1)	FAR2 MLSTD1	Homo sapiens (Human)	515
hsa:55711	A0A024RAW7	unreviewed	A0A024RAW7_HUMAN	Fatty acyl-CoA reductase (EC 1.2.1.84)	HEL-S-81 MLSTD1 hCG_37268	Homo sapiens (Human)	515
hsa:55711	B2RBI0	unreviewed	B2RBI0_HUMAN	Fatty acyl-CoA reductase (EC 1.2.1.84)		Homo sapiens (Human)	515
hsa:55711	Q9NUX8	unreviewed	Q9NUX8_HUMAN	Fatty acyl-CoA reductase (EC 1.2.1.84)		Homo sapiens (Human)	515
hsa:26056	Q9BXF6	reviewed	RFIP5_HUMAN	Rab11 family-interacting protein 5 (Rab11-FIP5) (Gamma-SNAP-associated factor 1) (Gaf-1) (Phosphoprotein pp75) (Rab11-interacting protein Rip11)	RAB11FIP5 GAF1 KIAA0857 RIP11	Homo sapiens (Human)	653
hsa:26056	Q9UFM0	unreviewed	Q9UFM0_HUMAN	Uncharacterized protein DKFZp434H018	DKFZp434H018	Homo sapiens (Human)	253
hsa:2145	Q92800	reviewed	EZH1_HUMAN	Histone-lysine N-methyltransferase EZH1 (EC 2.1.1.356) (ENX-2) (Enhancer of zeste homolog 1)	EZH1 KIAA0388	Homo sapiens (Human)	747
hsa:8732	O60942	reviewed	MCE1_HUMAN	mRNA-capping enzyme (HCAP1) (HCE) [Includes: mRNA 5'-triphosphate monophosphatase (EC 3.6.1.74) (mRNA 5'-phosphatase); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)]	RNGTT CAP1A	Homo sapiens (Human)	597
hsa:8732	Q7Z3R6	unreviewed	Q7Z3R6_HUMAN	Uncharacterized protein DKFZp686J2031	DKFZp686J2031	Homo sapiens (Human)	84
vg:1724714	A0A7D6GW92	unreviewed	A0A7D6GW92_9HIV2	Vpx protein	vpx	Human immunodeficiency virus 2	113
vg:1724714	P18099	reviewed	VPX_HV2BE	Protein Vpx (Viral protein X) (X ORF protein)	vpx	Human immunodeficiency virus type 2 subtype A (isolate BEN) (HIV-2)	113
eco:b1392	P76081	reviewed	PAAE_ECOLI	1,2-phenylacetyl-CoA epoxidase, subunit E (EC 1.-.-.-) (1,2-phenylacetyl-CoA epoxidase, reductase subunit) (1,2-phenylacetyl-CoA monooxygenase, subunit E)	paaE ydbR b1392 JW1387	Escherichia coli (strain K12)	356
ath:AT1G80600	Q9M8M7	reviewed	ARGD_ARATH	Acetylornithine aminotransferase, chloroplastic/mitochondrial (ACOAT) (EC 2.6.1.11) (Acetylornithine transaminase) (AOTA) (Protein HOPW1-1-INTERACTING 1)	WIN1 At1g80600 T21F11.7	Arabidopsis thaliana (Mouse-ear cress)	457
hsa:4258	Q99735	reviewed	MGST2_HUMAN	Microsomal glutathione S-transferase 2 (Microsomal GST-2) (EC 2.5.1.18) (Glutathione peroxidase MGST2) (EC 1.11.1.-) (Leukotriene C4 synthase MGST2) (EC 4.4.1.20) (Microsomal glutathione S-transferase II) (Microsomal GST-II)	MGST2 GST2	Homo sapiens (Human)	147
hsa:79631	Q7Z2Z2	reviewed	EFL1_HUMAN	Elongation factor-like GTPase 1 (Elongation factor Tu GTP-binding domain-containing protein 1) (Elongation factor-like 1) (Protein FAM42A)	EFL1 EFTUD1 FAM42A	Homo sapiens (Human)	1120
hsa:3578	P15248	reviewed	IL9_HUMAN	Interleukin-9 (IL-9) (Cytokine P40) (T-cell growth factor P40)	IL9	Homo sapiens (Human)	144
hsa:1385	P16220	reviewed	CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	CREB1	Homo sapiens (Human)	327
hsa:1385	Q53X93	unreviewed	Q53X93_HUMAN	CREB1 protein (cAMP responsive element binding protein 1) (cAMP responsive element binding protein 1, isoform CRA_b) (cDNA, FLJ96224, Homo sapiens cAMP responsive element binding protein 1 (CREB1),transcript variant A, mRNA)	CREB1 hCG_15208	Homo sapiens (Human)	327
hsa:2634	P32456	reviewed	GBP2_HUMAN	Guanylate-binding protein 2 (EC 3.6.5.-) (GTP-binding protein 2) (GBP-2) (HuGBP-2) (Guanine nucleotide-binding protein 2) (Interferon-induced guanylate-binding protein 2)	GBP2	Homo sapiens (Human)	591
hsa:2634	Q8TCE5	unreviewed	Q8TCE5_HUMAN	GBP2 protein	GBP2	Homo sapiens (Human)	481
hsa:10855	Q9Y251	reviewed	HPSE_HUMAN	Heparanase (EC 3.2.1.166) (Endo-glucoronidase) (Heparanase-1) (Hpa1) [Cleaved into: Heparanase 8 kDa subunit; Heparanase 50 kDa subunit]	HPSE HEP HPA HPA1 HPR1 HPSE1 HSE1	Homo sapiens (Human)	543
hsa:23335	Q9Y4E6	reviewed	WDR7_HUMAN	WD repeat-containing protein 7 (Rabconnectin-3 beta) (TGF-beta resistance-associated protein TRAG)	WDR7 KIAA0541 TRAG	Homo sapiens (Human)	1490
hsa:954	Q9Y5L3	reviewed	ENTP2_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)	ENTPD2 CD39L1	Homo sapiens (Human)	495
eco:b3893	P0AAJ5	reviewed	FDOH_ECOLI	Formate dehydrogenase-O iron-sulfur subunit (Aerobic formate dehydrogenase iron-sulfur subunit) (FDH-Z subunit beta) (Formate dehydrogenase-O subunit beta)	fdoH b3893 JW3864	Escherichia coli (strain K12)	300
hsa:51606	Q9UI12	reviewed	VATH_HUMAN	V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD)	ATP6V1H CGI-11	Homo sapiens (Human)	483
hsa:2181	O95573	reviewed	ACSL3_HUMAN	Fatty acid CoA ligase Acsl3 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3) (Long-chain-fatty-acid--CoA ligase 3) (EC 6.2.1.3) (Medium-chain acyl-CoA ligase Acsl3) (EC 6.2.1.2)	ACSL3 ACS3 FACL3 LACS3	Homo sapiens (Human)	720
pfu:PF0346	Q51739	reviewed	AOR_PYRFU	Tungsten-containing aldehyde ferredoxin oxidoreductase (EC 1.2.7.5)	aor PF0346	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	605
hsa:1317	O15431	reviewed	COPT1_HUMAN	High affinity copper uptake protein 1 (Copper transporter 1) (hCTR1) (Solute carrier family 31 member 1) [Cleaved into: Truncated CTR1 form]	SLC31A1 COPT1 CTR1	Homo sapiens (Human)	190
hsa:283446	B4DNW6	unreviewed	B4DNW6_HUMAN	Myosin IH, isoform CRA_a (cDNA FLJ54829, moderately similar to Myosin Ic)	MYO1H hCG_1800664	Homo sapiens (Human)	213
hsa:1615	P14868	reviewed	SYDC_HUMAN	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)	DARS1 DARS PIG40	Homo sapiens (Human)	501
hsa:1615	A0A140VJW5	unreviewed	A0A140VJW5_HUMAN	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase)		Homo sapiens (Human)	501
hsa:90987	Q9BRH9	reviewed	ZN251_HUMAN	Zinc finger protein 251	ZNF251	Homo sapiens (Human)	671
hsa:779	Q13698	reviewed	CAC1S_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)	CACNA1S CACH1 CACN1 CACNL1A3	Homo sapiens (Human)	1873
ag:ADJ19195	D8WN98	unreviewed	D8WN98_ECOLX	Lea3	lea3	Escherichia coli	330
hsa:392517	A6PVI3	reviewed	NCB2L_HUMAN	Nuclear cap-binding protein subunit 2-like	NCBP2L	Homo sapiens (Human)	153
hsa:221830	Q3B726	reviewed	RPA43_HUMAN	DNA-directed RNA polymerase I subunit RPA43 (DNA-directed RNA polymerase I subunit F) (Twist neighbor protein)	POLR1F TWISTNB	Homo sapiens (Human)	338
mru:mru_0695	D3E1Y5	unreviewed	D3E1Y5_METRM	A1A0 archaeal ATP synthase subunit H AhaH (EC 3.6.3.14)	ahaH mru_0695	Methanobrevibacter ruminantium (strain ATCC 35063 / DSM 1093 / JCM 13430 / OCM 146 / M1) (Methanobacterium ruminantium)	104
hsa:339559	Q49AA0	reviewed	ZFP69_HUMAN	Zinc finger protein 69 homolog (Zinc finger protein 642)	ZFP69 ZNF642	Homo sapiens (Human)	526
hsa:2958	P52657	reviewed	T2AG_HUMAN	Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA p12 subunit) (TFIIA-12) (TFIIAS) (Transcription initiation factor IIA gamma chain) (TFIIA-gamma)	GTF2A2 TF2A2	Homo sapiens (Human)	109
hsa:3547	Q8N6C5	reviewed	IGSF1_HUMAN	Immunoglobulin superfamily member 1 (IgSF1) (Immunoglobulin-like domain-containing protein 1) (Inhibin-binding protein) (InhBP) (Pituitary gland-specific factor 2) (p120)	IGSF1 IGDC1 KIAA0364 PGSF2	Homo sapiens (Human)	1336
hsa:2356	Q05932	reviewed	FOLC_HUMAN	Folylpolyglutamate synthase, mitochondrial (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (FPGS) (Tetrahydrofolylpolyglutamate synthase) (Tetrahydrofolate synthase)	FPGS	Homo sapiens (Human)	587
hsa:23236	Q9NQ66	reviewed	PLCB1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (EC 3.1.4.11) (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1)	PLCB1 KIAA0581	Homo sapiens (Human)	1216
hsa:56623	Q9NRR6	reviewed	INP5E_HUMAN	Phosphatidylinositol polyphosphate 5-phosphatase type IV (72 kDa inositol polyphosphate 5-phosphatase) (Inositol polyphosphate-5-phosphatase E) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86)	INPP5E	Homo sapiens (Human)	644
hsa:127066	Q8NHC7	reviewed	O14CZ_HUMAN	Olfactory receptor 14C36 (Olfactory receptor 5BF1) (Olfactory receptor OR1-59)	OR14C36 OR5BF1	Homo sapiens (Human)	312
hsa:9261	P49137	reviewed	MAPK2_HUMAN	MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1)	MAPKAPK2	Homo sapiens (Human)	400
hsa:6048	Q99942	reviewed	RNF5_HUMAN	E3 ubiquitin-protein ligase RNF5 (EC 2.3.2.27) (RING finger protein 5) (Ram1 homolog) (HsRma1)	RNF5 G16 NG2 RMA1	Homo sapiens (Human)	180
hsa:6048	A0A024RCQ4	unreviewed	A0A024RCQ4_HUMAN	E3 ubiquitin-protein ligase RNF (EC 2.3.2.27) (RING finger protein)	RNF5 hCG_1999929	Homo sapiens (Human)	180
hsa:121129	Q8NGE2	reviewed	O2AP1_HUMAN	Olfactory receptor 2AP1 (Olfactory receptor OR12-9)	OR2AP1 OR2AP1P	Homo sapiens (Human)	309
hsa:121129	A0A126GVS5	unreviewed	A0A126GVS5_HUMAN	Olfactory receptor	OR2AP1 hCG_1648196	Homo sapiens (Human)	309
hsa:29924	Q9Y6I3	reviewed	EPN1_HUMAN	Epsin-1 (EH domain-binding mitotic phosphoprotein) (EPS-15-interacting protein 1)	EPN1	Homo sapiens (Human)	576
hsa:338398	P59551	reviewed	T2R60_HUMAN	Taste receptor type 2 member 60 (T2R60) (Taste receptor type 2 member 56) (T2R56)	TAS2R60	Homo sapiens (Human)	318
hsa:7867	Q16644	reviewed	MAPK3_HUMAN	MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK)	MAPKAPK3	Homo sapiens (Human)	382
hsa:4145	P42679	reviewed	MATK_HUMAN	Megakaryocyte-associated tyrosine-protein kinase (EC 2.7.10.2) (CSK homologous kinase) (CHK) (Hematopoietic consensus tyrosine-lacking kinase) (Protein kinase HYL) (Tyrosine-protein kinase CTK)	MATK CTK HYL	Homo sapiens (Human)	507
hsa:4145	F1T0G6	unreviewed	F1T0G6_HUMAN	Tyrosine-protein kinase (EC 2.7.10.2)	MATK hCG_23522	Homo sapiens (Human)	507
hsa:5881	P60763	reviewed	RAC3_HUMAN	Ras-related C3 botulinum toxin substrate 3 (EC 3.6.5.2) (p21-Rac3)	RAC3	Homo sapiens (Human)	192
hsa:10690	Q9Y231	reviewed	FUT9_HUMAN	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9 (EC 2.4.1.152) (Fucosyltransferase 9) (Fucosyltransferase IX) (Fuc-TIX) (FucT-IX) (Galactoside 3-L-fucosyltransferase)	FUT9	Homo sapiens (Human)	359
eco:b2568	P00803	reviewed	LEP_ECOLI	Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I)	lepB b2568 JW2552	Escherichia coli (strain K12)	324
hsa:10787	Q9Y2A7	reviewed	NCKP1_HUMAN	Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1)	NCKAP1 HEM2 KIAA0587 NAP1	Homo sapiens (Human)	1128
hsa:3118	P01906	reviewed	DQA2_HUMAN	HLA class II histocompatibility antigen, DQ alpha 2 chain (DX alpha chain) (HLA class II histocompatibility antigen, DQ(6) alpha chain) (HLA-DQA1) (MHC class II DQA2)	HLA-DQA2 HLA-DXA	Homo sapiens (Human)	255
hsa:3118	Q76NI6	unreviewed	Q76NI6_HUMAN	HLADQA2 (MHC class II antigen) (Major histocompatibility complex, class II, DQ alpha 2)	HLA-DQA2 ICRF6c-DV19.1-001	Homo sapiens (Human)	255
hsa:7594	P17038	reviewed	ZNF43_HUMAN	Zinc finger protein 43 (Zinc finger protein 39) (Zinc finger protein HTF6) (Zinc finger protein KOX27)	ZNF43 KOX27 ZNF39 ZNF39L1	Homo sapiens (Human)	809
hsa:10788	Q13576	reviewed	IQGA2_HUMAN	Ras GTPase-activating-like protein IQGAP2	IQGAP2	Homo sapiens (Human)	1575
hsa:10788	B7Z7U6	unreviewed	B7Z7U6_HUMAN	cDNA FLJ51769, highly similar to Ras GTPase-activating-like protein IQGAP2		Homo sapiens (Human)	1402
hsa:10788	Q59HA3	unreviewed	Q59HA3_HUMAN	IQ motif containing GTPase activating protein 2 variant		Homo sapiens (Human)	1155
hsa:1287	P29400	reviewed	CO4A5_HUMAN	Collagen alpha-5(IV) chain	COL4A5	Homo sapiens (Human)	1685
hsa:1287	A7MBN3	unreviewed	A7MBN3_HUMAN	Collagen, type IV, alpha 5	COL4A5	Homo sapiens (Human)	1691
hsa:1287	Q49AM6	unreviewed	Q49AM6_HUMAN	COL4A5 protein (Collagen type IV alpha 5 chain)	COL4A5	Homo sapiens (Human)	695
hsa:2775	P09471	reviewed	GNAO_HUMAN	Guanine nucleotide-binding protein G(o) subunit alpha	GNAO1	Homo sapiens (Human)	354
hsa:2775	B3KP89	unreviewed	B3KP89_HUMAN	cDNA FLJ31446 fis, clone NT2NE2000909, highly similar to Guanine nucleotide-binding protein G(o) subunit alpha 1		Homo sapiens (Human)	354
hsa:2775	Q8N6I9	unreviewed	Q8N6I9_HUMAN	GNAO1 protein	GNAO1	Homo sapiens (Human)	302
hsa:10059	O00429	reviewed	DNM1L_HUMAN	Dynamin-1-like protein (EC 3.6.5.5) (Dnm1p/Vps1p-like protein) (DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV) (HdynIV) (Dynamin-related protein 1)	DNM1L DLP1 DRP1	Homo sapiens (Human)	736
hsa:10059	B4DYR6	unreviewed	B4DYR6_HUMAN	cDNA FLJ56381, highly similar to Dynamin-1-like protein		Homo sapiens (Human)	763
